"","gene","genename","genechr","genepos","genedesc"
"1360","Hs.274404","PLAT","8","42050.122","plasminogen activator, tissue"
"1361","Hs.326159","LRRFIP1","2","238887.678","leucine rich repeat (in FLII) interacting protein 1"
"1362","Hs.326159","LRRFIP1","2","238887.678","leucine rich repeat (in FLII) interacting protein 1"
"1363","Hs.4766","DKFZP586O0120","19","16157.234","DKFZP586O0120 protein"
"1364","Hs.74576","GDI1","23","152133.423","GDP dissociation inhibitor 1"
"1365","Hs.75772","NR3C1","5","142687.641","nuclear receptor subfamily 3, group C, member 1"
"1366","Hs.75772","NR3C1","5","142687.641","nuclear receptor subfamily 3, group C, member 1"
"1367","Hs.76536","TBL1","23","8844.543","transducin (beta)-like 1"
"1368","Hs.76536","TBL1","23","8844.543","transducin (beta)-like 1"
"1369","Hs.76536","TBL1","23","8844.543","transducin (beta)-like 1"
"1370","Hs.76927","TOMM34","20","44256.2","translocase of outer mitochondrial membrane 34"
"1371","Hs.77868","LOC51035","11","62219.332","ORF"
"1372","Hs.12013","ABCE1","4","146597.112","ATP-binding cassette, sub-family E (OABP), member 1"
"1373","Hs.12013","ABCE1","4","146597.112","ATP-binding cassette, sub-family E (OABP), member 1"
"1374","Hs.14891","FLJ21047","1","164946.688","hypothetical protein FLJ21047"
"1375","Hs.14891","FLJ21047","1","164946.688","hypothetical protein FLJ21047"
"1376","Hs.169857","PON2","7","94646.203","paraoxonase 2"
"1377","Hs.171734","PPP2R5C","14","100266.212","protein phosphatase 2, regulatory subunit B (B56), gamma isoform"
"1378","Hs.181461","ARIH1","15","70482.484","ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)"
"1379","Hs.181461","ARIH1","15","70482.484","ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)"
"1380","Hs.181461","ARIH1","15","70482.484","ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)"
"1381","Hs.181461","ARIH1","15","70482.484","ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)"
"1382","Hs.198248","B4GALT1","9","33100.641","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1"
"1383","Hs.198248","B4GALT1","9","33100.641","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1"
"1384","Hs.220529","CEACAM5","19","46904.376","carcinoembryonic antigen-related cell adhesion molecule 5"
"1385","Hs.274464","DIA1","22","41245.761","diaphorase (NADH) (cytochrome b-5 reductase)"
"1386","Hs.283976","PRO2389","14","22574.148","hypthetical protein PRO2389"
"1387","Hs.285115","IL13RA1","23","116615.66","interleukin 13 receptor, alpha 1"
"1388","Hs.285115","IL13RA1","23","116615.66","interleukin 13 receptor, alpha 1"
"1389","Hs.29882","GS3786","7","120543.409","predicted osteoblast protein"
"1390","Hs.75319","RRM2","2","10284.473","ribonucleotide reductase M2 polypeptide"
"1391","Hs.75415","B2M","15","42719.794","beta-2-microglobulin"
"1392","Hs.75432","IMPDH2","3","49020.774","IMP (inosine monophosphate) dehydrogenase 2"
"1393","Hs.76152","DCN","12","90041.83","decorin"
"1394","Hs.76152","DCN","12","90041.83","decorin"
"1395","Hs.77183","ARAF1","23","46466.488","v-raf murine sarcoma 3611 viral oncogene homolog 1"
"1396","Hs.77550","DDA3","1","109120.914","p53-regulated DDA3"
"1397","Hs.348669","CKS1","1","152164.005","CDC28 protein kinase 1"
"1398","Hs.80612","UBE2A","23","117462.6","ubiquitin-conjugating enzyme E2A (RAD6 homolog)"
"1399","Hs.80612","UBE2A","23","117462.6","ubiquitin-conjugating enzyme E2A (RAD6 homolog)"
"1400","Hs.89529","AKR1A1","1","45429.791","aldo-keto reductase family 1, member A1 (aldehyde reductase)"
"1401","Hs.97496","YY1","14","98695.142","YY1 transcription factor"
"1402","Hs.296322","","14","98695.142","Homo sapiens cDNA: FLJ22844 fis, clone KAIA5181"
"1403","Hs.119251","UQCRC1","3","48597.03","ubiquinol-cytochrome c reductase core protein I"
"1404","Hs.147189","HYA22","3","37863.749","HYA22 protein"
"1405","Hs.147189","HYA22","3","37863.749","HYA22 protein"
"1406","Hs.147189","HYA22","3","37863.749","HYA22 protein"
"1407","Hs.174044","DVL3","3","185194.088","dishevelled, dsh homolog 3 (Drosophila)"
"1408","Hs.174044","DVL3","3","185194.088","dishevelled, dsh homolog 3 (Drosophila)"
"1409","Hs.180911","RPS4Y","24","2354.783","ribosomal protein S4, Y-linked"
"1410","Hs.183738","FARP1","13","96493.722","FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)"
"1411","Hs.183738","FARP1","13","96493.722","FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)"
"1412","Hs.2707","GSPT1","16","11932.973","G1 to S phase transition 1"
"1413","Hs.296422","NBP","17","41087.303","nucleotide binding protein"
"1414","Hs.31575","SEC63L","6","108237.539","SEC63 protein"
"1415","Hs.31575","SEC63L","6","108237.539","SEC63 protein"
"1416","Hs.42484","FLJ10618","3","141981.596","hypothetical protein FLJ10618"
"1417","Hs.42484","FLJ10618","3","141981.596","hypothetical protein FLJ10618"
"1418","Hs.78452","SLC20A1","2","113498.672","solute carrier family 20 (phosphate transporter), member 1"
"1419","Hs.79126","GNG10","9","109773.503","guanine nucleotide binding protein 10"
"1420","Hs.8170","YR-29","5","74147.175","hypothetical protein YR-29"
"1421","Hs.83383","PRDX4","23","23047.07","peroxiredoxin 4"
"1422","Hs.114765","MLLT2","4","88386.534","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 2"
"1423","Hs.1369","DAF","1","204578.744","decay accelerating factor for complement (CD55, Cromer blood group system)"
"1424","Hs.1369","DAF","1","204578.744","decay accelerating factor for complement (CD55, Cromer blood group system)"
"1425","Hs.152151","PKP4","2","159516.153","plakophilin 4"
"1426","Hs.152151","PKP4","2","159516.153","plakophilin 4"
"1427","Hs.152151","PKP4","2","159516.153","plakophilin 4"
"1428","Hs.155462","MCM6","2","136807.966","MCM6 minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)"
"1429","Hs.169919","ETFA","15","74224.454","electron-transfer-flavoprotein, alpha polypeptide (glutaric aciduria II)"
"1430","Hs.172210","MUF1","1","46113.989","MUF1 protein"
"1431","Hs.183138","PCOLN3","16","89454.639","procollagen (type III) N-endopeptidase"
"1432","Hs.194110","PRO2730","3","52247.444","hypothetical protein PRO2730"
"1433","Hs.25732","EIF4G3","1","20602.45","eukaryotic translation initiation factor 4 gamma, 3"
"1434","Hs.25732","EIF4G3","1","20602.45","eukaryotic translation initiation factor 4 gamma, 3"
"1435","Hs.258551","DNPEP","2","220441.455","aspartyl aminopeptidase"
"1436","Hs.3436","CDK2AP1","12","122183.067","CDK2-associated protein 1"
"1437","Hs.3838","SNK","5","57765.698","serum-inducible kinase"
"1438","Hs.5057","CPD","17","28851.546","carboxypeptidase D"
"1439","Hs.5057","CPD","17","28851.546","carboxypeptidase D"
"1440","Hs.5057","CPD","17","28851.546","carboxypeptidase D"
"1441","Hs.5057","CPD","17","28851.546","carboxypeptidase D"
"1442","Hs.51043","HEXB","5","74065.083","hexosaminidase B (beta polypeptide)"
"1443","Hs.59242","PACE","15","89141.652","paired basic amino acid cleaving enzyme (furin, membrane associated receptor protein)"
"1444","Hs.6456","CCT2","12","68265.511","chaperonin containing TCP1, subunit 2 (beta)"
"1445","Hs.6456","CCT2","12","68265.511","chaperonin containing TCP1, subunit 2 (beta)"
"1446","Hs.75528","HUMAUANTIG","1","37460.079","nucleolar GTPase"
"1447","Hs.333417","CAPZB","1","19135.238","capping protein (actin filament) muscle Z-line, beta"
"1448","Hs.333417","CAPZB","1","19135.238","capping protein (actin filament) muscle Z-line, beta"
"1449","Hs.10247","ALCAM","3","106407.09","activated leucocyte cell adhesion molecule"
"1450","Hs.10247","ALCAM","3","106407.09","activated leucocyte cell adhesion molecule"
"1451","Hs.10803","CIB1","15","88503.245","calcium and integrin binding 1 (calmyrin)"
"1452","Hs.11538","ARPC1B","7","98583.725","actin related protein 2/3 complex, subunit 1B (41 kD)"
"1453","Hs.12482","GNPAT","1","228411.986","glyceronephosphate O-acyltransferase"
"1454","Hs.130760","PPP1R12B","1","199606.092","protein phosphatase 1, regulatory (inhibitor) subunit 12B"
"1455","Hs.130760","PPP1R12B","1","199606.092","protein phosphatase 1, regulatory (inhibitor) subunit 12B"
"1456","Hs.151411","KIAA0916","13","75416.793","KIAA0916 protein"
"1457","Hs.151411","KIAA0916","13","75416.793","KIAA0916 protein"
"1458","Hs.153639","SBB103","12","54884.552","hypothetical SBBI03 protein"
"1459","Hs.153639","SBB103","12","54884.552","hypothetical SBBI03 protein"
"1460","Hs.154890","FACL2","4","186372.644","fatty-acid-Coenzyme A ligase, long-chain 2"
"1461","Hs.154919","KIAA0625","9","130415.326","KIAA0625 protein"
"1462","Hs.154919","KIAA0625","9","130415.326","KIAA0625 protein"
"1463","Hs.173611","NDUFS2","1","158385.896","NADH dehydrogenase (ubiquinone) Fe-S protein 2 (49kD) (NADH-coenzyme Q reductase)"
"1464","Hs.173993","RBM6","3","49936.603","RNA binding motif protein 6"
"1465","Hs.1869","PGM1","1","63428.863","phosphoglucomutase 1"
"1466","Hs.243886","NASP","1","45463.01","nuclear autoantigenic sperm protein (histone-binding)"
"1467","Hs.243886","NASP","1","45463.01","nuclear autoantigenic sperm protein (histone-binding)"
"1468","Hs.281866","ATP6V1A1","3","114786.808","ATPase, H+ transporting, lysosomal 70kD, V1 subunit A, isoform 1"
"1469","Hs.281866","ATP6V1A1","3","114786.808","ATPase, H+ transporting, lysosomal 70kD, V1 subunit A, isoform 1"
"1470","Hs.289112","LOC51622","7","6582.908","CGI-43 protein"
"1471","Hs.289112","LOC51622","7","6582.908","CGI-43 protein"
"1472","Hs.31638","RSN","12","121193.506","restin (Reed-Steinberg cell-expressed intermediate filament-associated protein)"
"1473","Hs.61638","MYO10","5","16718.15","myosin X"
"1474","Hs.63510","KIAA0141","5","141331.927","KIAA0141 gene product"
"1475","Hs.63510","KIAA0141","5","141331.927","KIAA0141 gene product"
"1476","Hs.75180","PPP5C","19","51542.133","protein phosphatase 5, catalytic subunit"
"1477","Hs.75551","RSU1","10","16636.622","Ras suppressor protein 1"
"1478","Hs.75874","PAPPA","9","114292.127","pregnancy-associated plasma protein A"
"1479","Hs.75874","PAPPA","9","114292.127","pregnancy-associated plasma protein A"
"1480","Hs.77432","EGFR","7","54828.553","epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)"
"1481","Hs.77432","EGFR","7","54828.553","epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)"
"1482","Hs.8294","KIAA0196","8","125993.097","KIAA0196 gene product"
"1483","Hs.11861","TRAP240","17","60497.462","thyroid hormone receptor-associated protein, 240 kDa subunit"
"1484","Hs.351572","","17","60497.462","Homo sapiens cDNA FLJ30332 fis, clone BRACE2007254"
"1485","Hs.13313","CREBL2","12","12656.097","cAMP responsive element binding protein-like 2"
"1486","Hs.13313","CREBL2","12","12656.097","cAMP responsive element binding protein-like 2"
"1487","Hs.13313","CREBL2","12","12656.097","cAMP responsive element binding protein-like 2"
"1488","Hs.149436","KIF5B","10","32304.076","kinesin family member 5B"
"1489","Hs.149436","KIF5B","10","32304.076","kinesin family member 5B"
"1490","Hs.170311","HNRPDL","4","83802.758","heterogeneous nuclear ribonucleoprotein D-like"
"1491","Hs.173714","MRGX","23","101702.289","MORF-related gene X"
"1492","Hs.184161","EXT1","8","118768.265","exostoses (multiple) 1"
"1493","Hs.184245","SHARP","1","15537.055","SMART/HDAC1 associated repressor protein"
"1494","Hs.184245","SHARP","1","15537.055","SMART/HDAC1 associated repressor protein"
"1495","Hs.2554","SIAT1","3","188060.577","sialyltransferase 1 (beta-galactoside alpha-2,6-sialytransferase)"
"1496","Hs.266940","TCTEL1","6","158966.791","t-complex-associated-testis-expressed 1-like 1"
"1497","Hs.274416","NDUFA6","22","40724.569","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6 (14kD, B14)"
"1498","Hs.274416","NDUFA6","22","40724.569","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6 (14kD, B14)"
"1499","Hs.356176","ACAA2","18","45561.861","acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)"
"1500","Hs.356176","ACAA2","18","45561.861","acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)"
"1501","Hs.3577","SDHC","1","158500.961","succinate dehydrogenase complex, subunit C, integral membrane protein, 15kD"
"1502","Hs.56937","ST14","11","129567.374","suppression of tumorigenicity 14 (colon carcinoma, matriptase, epithin)"
"1503","Hs.62","PTPN12","7","76778.885","protein tyrosine phosphatase, non-receptor type 12"
"1504","Hs.356624","","1","233180.484","ESTs"
"1505","Hs.348994","NID","1","233181.259","nidogen (enactin)"
"1506","Hs.6780","PTK9L","3","52221.095","protein tyrosine kinase 9-like (A6-related protein)"
"1507","Hs.7137","LOC57862","14","72343.626","clones 23667 and 23775 zinc finger protein"
"1508","Hs.74614","TJP1","15","27708.414","tight junction protein 1 (zona occludens 1)"
"1509","Hs.75334","EXT2","11","44081.407","exostoses (multiple) 2"
"1510","Hs.75334","EXT2","11","44081.407","exostoses (multiple) 2"
"1511","Hs.76556","PPP1R15A","19","54067.489","protein phosphatase 1, regulatory (inhibitor) subunit 15A"
"1512","Hs.78935","METAP2","12","94370.389","methionyl aminopeptidase 2"
"1513","Hs.79284","MEST","7","129684.94","mesoderm specific transcript homolog (mouse)"
"1514","Hs.89649","EPHX1","1","222987.606","epoxide hydrolase 1, microsomal (xenobiotic)"
"1515","Hs.105938","LTF","3","46438.095","lactotransferrin"
"1516","Hs.13351","LANCL1","2","211498.516","LanC lantibiotic synthetase component C-like 1 (bacterial)"
"1517","Hs.13351","LANCL1","2","211498.516","LanC lantibiotic synthetase component C-like 1 (bacterial)"
"1518","Hs.150580","SUI1","17","40218.317","putative translation initiation factor"
"1519","Hs.155247","ALDOC","17","27045.702","aldolase C, fructose-bisphosphate"
"1520","Hs.1624","EFNA1","1","152317.14","ephrin-A1"
"1521","Hs.165439","ASNA1","19","12709.368","arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)"
"1522","Hs.166160","ACAA1","3","38124.831","acetyl-Coenzyme A acyltransferase 1 (peroxisomal 3-oxoacyl-Coenzyme A thiolase)"
"1523","Hs.168289","SDHD","11","111495.27","succinate dehydrogenase complex, subunit D, integral membrane protein"
"1524","Hs.182626","C22orf5","22","36858.342","chromosome 22 open reading frame 5"
"1525","Hs.2017","RPL38","17","72796.939","ribosomal protein L38"
"1526","Hs.2017","RPL38","17","72796.939","ribosomal protein L38"
"1527","Hs.20644","BCKDK","16","31155.78","branched chain alpha-ketoacid dehydrogenase kinase"
"1528","Hs.226372","DKFZP434J154","7","4974.172","DKFZP434J154 protein"
"1529","Hs.295605","MAN2A2","15","89175.923","mannosidase, alpha, class 2A, member 2"
"1530","Hs.50421","RB1CC1","8","53584.978","RB1-inducible coiled-coil 1"
"1531","Hs.50421","RB1CC1","8","53584.978","RB1-inducible coiled-coil 1"
"1532","Hs.7306","SFRP1","8","41136.846","secreted frizzled-related protein 1"
"1533","Hs.7306","SFRP1","8","41136.846","secreted frizzled-related protein 1"
"1534","Hs.7306","SFRP1","8","41136.846","secreted frizzled-related protein 1"
"1535","Hs.75275","UBE4A","11","117768.01","ubiquitination factor E4A (UFD2 homolog, yeast)"
"1536","Hs.75822","TIAF1","17","27546.099","TGFB1-induced anti-apoptotic factor 1"
"1537","Hs.76272","RBBP2","12","263.762","retinoblastoma binding protein 2"
"1538","Hs.7768","FIBP","11","65426.758","fibroblast growth factor (acidic) intracellular binding protein"
"1539","Hs.77798","HARS","5","140081.991","histidyl-tRNA synthetase"
"1540","Hs.89718","SMS","23","21320.267","spermine synthase"
"1541","Hs.102548","GRLF1","19","52113.772","glucocorticoid receptor DNA binding factor 1"
"1542","Hs.102548","GRLF1","19","52113.772","glucocorticoid receptor DNA binding factor 1"
"1543","Hs.102548","GRLF1","19","52113.772","glucocorticoid receptor DNA binding factor 1"
"1544","Hs.107374","CBX6","22","37503.288","chromobox homolog 6"
"1545","Hs.107374","CBX6","22","37503.288","chromobox homolog 6"
"1546","Hs.150390","ZNF262","1","35218.628","zinc finger protein 262"
"1547","Hs.150390","ZNF262","1","35218.628","zinc finger protein 262"
"1548","Hs.150390","ZNF262","1","35218.628","zinc finger protein 262"
"1549","Hs.15165","RAI14","5","34702.018","retinoic acid induced 14"
"1550","Hs.159608","ALDH3A2","17","19714.119","aldehyde dehydrogenase 3 family, member A2"
"1551","Hs.159608","ALDH3A2","17","19714.119","aldehyde dehydrogenase 3 family, member A2"
"1552","Hs.365646","","3","123465.427","Homo sapiens clone 23611 mRNA sequence"
"1553","Hs.365646","","3","123465.427","Homo sapiens clone 23611 mRNA sequence"
"1554","Hs.343581","KPNA1","3","123465.427","karyopherin alpha 1 (importin alpha 5)"
"1555","Hs.343581","KPNA1","3","123465.427","karyopherin alpha 1 (importin alpha 5)"
"1556","Hs.343581","KPNA1","3","123465.427","karyopherin alpha 1 (importin alpha 5)"
"1557","Hs.173288","TSBP","11","10737.182","likely ortholog of mouse TPR-containing, SH2-binding phosphoprotein"
"1558","Hs.181300","SEL1L","14","79927.933","sel-1 suppressor of lin-12-like (C. elegans)"
"1559","Hs.181300","SEL1L","14","79927.933","sel-1 suppressor of lin-12-like (C. elegans)"
"1560","Hs.181300","SEL1L","14","79927.933","sel-1 suppressor of lin-12-like (C. elegans)"
"1561","Hs.181300","SEL1L","14","79927.933","sel-1 suppressor of lin-12-like (C. elegans)"
"1562","Hs.183648","PPFIA1","11","69843.13","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1"
"1563","Hs.183648","PPFIA1","11","69843.13","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1"
"1564","Hs.213289","LDLR","19","11061.131","low density lipoprotein receptor (familial hypercholesterolemia)"
"1565","Hs.213289","LDLR","19","11061.131","low density lipoprotein receptor (familial hypercholesterolemia)"
